ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
2155,0.159888559,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2156,0.493705035,TN,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,-1,-99,-99,-99,-99
2157,0.267198849,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2158,0.205203744,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2159,0.154906331,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2160,0.494065489,TN,4,1,0,3,19,20,21,-99,-99,-99,-99,-1,-99,-99,-99,-99
2161,0.36352734,TN,3,5,0,8,17,-99,4,7,8,17,21,3,1,1,-1,-1
2162,0.61973812,FP,0,2,-99,-99,-99,-99,3,17,-99,-99,-99,-1,4,-99,-99,-99
2163,0.360700488,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2164,0.267333046,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2165,0.139602158,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2166,0.232056606,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2167,0.432226239,TN,3,3,0,8,17,-99,3,17,21,-99,-99,1,-1,-1,-99,-99
2168,0.571955534,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2169,0.225421564,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2170,0.608785401,FP,0,4,-99,-99,-99,-99,3,7,15,21,-99,-1,-1,3,1,-99
2171,0.640725502,FP,0,3,-99,-99,-99,-99,3,17,21,-99,-99,-1,1,3,-99,-99
2172,0.54543061,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2173,0.278795996,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2174,0.69379594,TP,4,0,0,5,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2175,0.070741578,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2176,0.114717435,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2177,0.071977311,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2178,0.785312593,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2179,0.172632606,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2180,0.367435945,TN,3,4,0,8,17,-99,3,4,8,17,-99,3,1,1,-1,-99
2181,0.229200268,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2182,0.191813661,FN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2183,0.09350857,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2184,0.261757707,TN,3,0,0,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2185,0.783925088,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2186,0.58494148,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2187,0.362034626,TN,3,5,0,3,12,-99,3,8,12,17,21,1,1,-1,-1,-1
2188,0.190195376,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2189,0.463233272,TN,3,2,0,7,8,-99,8,21,-99,-99,-99,1,-1,-99,-99,-99
2190,0.441020773,TN,0,3,-99,-99,-99,-99,3,7,21,-99,-99,1,1,-1,-99,-99
2191,0.135617396,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2192,0.371478111,TN,4,0,0,4,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2193,0.5,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2194,0.770143334,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2195,0.767480252,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2196,0.544661781,FP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,1,1,-99,-99,-99
2197,0.274651806,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2198,0.433866614,FN,4,3,0,13,17,21,4,8,21,-99,-99,1,1,-1,-99,-99
2199,0.151263154,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2200,0.904644526,FP,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2201,0.818443396,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2202,0.843395823,TP,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2203,0.218237059,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2204,0.886847893,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2205,0.305003111,TN,3,0,0,3,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2206,0.834630872,FP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2207,0.221396813,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2208,0.354789092,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2209,0.472676476,TN,3,2,0,8,17,-99,4,21,-99,-99,-99,1,-1,-99,-99,-99
2210,0.657192724,FP,4,5,0,1,3,8,1,3,4,7,21,-1,-1,-1,-1,3
2211,0.861760113,TP,4,0,0,1,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2212,0.262753127,TN,3,0,0,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2213,0.831403886,TP,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2214,0.606401644,FP,4,1,0,5,8,14,21,-99,-99,-99,-99,4,-99,-99,-99,-99
2215,0.726831591,TP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2216,0.708058367,FP,4,0,0,5,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2217,0.42518282,FN,3,4,0,8,17,-99,3,4,8,21,-99,1,1,1,-1,-99
2218,0.417074904,TN,0,4,-99,-99,-99,-99,3,8,17,21,-99,1,1,-1,-1,-99
2219,0.319503015,TN,3,0,0,15,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2220,0.20877135,TN,3,0,0,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2221,0.252740799,TN,1,4,21,-99,-99,-99,3,4,8,21,-99,1,1,1,-1,-99
2222,0.429431192,TN,3,3,0,7,8,-99,4,8,21,-99,-99,1,1,-1,-99,-99
2223,0.127442117,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2224,0.249944435,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2225,0.898352342,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2226,0.218554108,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2227,0.826669969,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2228,0.273272174,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2229,0.306351356,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2230,0.51233088,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2231,0.395667078,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2232,0.160453303,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2233,0.250029607,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2234,0.245208931,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2235,0.25704688,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2236,0.590824308,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2237,0.435316249,FN,3,3,0,4,8,-99,4,17,21,-99,-99,1,-1,-1,-99,-99
2238,0.284404362,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2239,0.0918788,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2240,0.384254437,TN,4,4,3,4,17,20,3,4,8,21,-99,2,2,1,-1,-99
2241,0.485403333,FN,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,-1,-99,-99,-99,-99
2242,0.781465041,TP,3,0,0,3,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2243,0.089079051,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2244,0.184629581,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2245,0.61286045,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,4,-99,-99,-99,-99
2246,0.635952795,FP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2247,0.116584396,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2248,0.077861367,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2249,0.334513149,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2250,0.744019489,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2251,0.867679804,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2252,0.111725138,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2253,0.5,TN,3,0,0,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2254,0.56810725,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2255,0.321790629,FN,3,0,0,9,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2256,0.209068131,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2257,0.185829951,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2258,0.53097295,TP,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,1,-99,-99,-99,-99
2259,0.157558631,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2260,0.145539593,FN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2261,0.533881684,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2262,0.124016168,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2263,0.311592402,TN,3,4,0,14,17,-99,3,4,17,21,-99,3,4,-1,-1,-99
2264,0.821046319,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2265,0.573217984,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2266,0.087006879,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2267,0.5,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2268,0.376186662,TN,0,4,-99,-99,-99,-99,4,8,17,21,-99,3,1,-1,-1,-99
2269,0.199925444,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2270,0.250522834,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2271,0.363190035,TN,4,0,7,8,14,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2272,0.179583068,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2273,0.454560862,FN,3,2,0,14,17,-99,8,21,-99,-99,-99,1,-1,-99,-99,-99
2274,0.213104042,TN,3,0,4,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2275,0.330607602,FN,4,0,1,3,4,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2276,0.056056738,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2277,0.096328386,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2278,0.76192209,FP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2279,0.72453717,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2280,0.421194863,TN,4,1,0,3,4,14,3,-99,-99,-99,-99,4,-99,-99,-99,-99
2281,0.541027847,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2282,0.319072626,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2283,0.166412455,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2284,0.124370321,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2285,0.515516431,FP,4,1,0,7,17,21,17,-99,-99,-99,-99,1,-99,-99,-99,-99
2286,0.627401157,TP,4,3,0,4,7,17,3,8,21,-99,-99,-1,-1,3,-99,-99
2287,0.748418775,FP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2288,0.259454189,FN,3,0,0,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2289,0.145755008,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2290,0.727118469,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2291,0.181220862,TN,1,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2292,0.123459129,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2293,0.316504114,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2294,0.165074244,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2295,0.791740748,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2296,0.411188513,TN,4,4,3,4,14,20,3,8,17,21,-99,2,1,-1,-1,-99
2297,0.70108017,TP,3,4,0,3,17,-99,3,7,17,21,-99,-1,-1,4,3,-99
2298,0.248440221,FN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2299,0.517316992,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2300,0.395212023,TN,0,3,-99,-99,-99,-99,3,4,17,-99,-99,3,1,-1,-99,-99
2301,0.240719018,TN,4,0,0,3,8,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2302,0.171845076,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2303,0.550275493,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2304,0.276371856,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2305,0.154429055,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2306,0.511718656,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2307,0.539942914,TP,3,1,0,15,17,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2308,0.901442131,TP,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2309,0.62508388,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,4,-99,-99,-99,-99
2310,0.13091746,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2311,0.478711434,TN,0,1,-99,-99,-99,-99,4,-99,-99,-99,-99,1,-99,-99,-99,-99
2312,0.835769221,TP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2313,0.508082265,FP,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,1,-99,-99,-99,-99
2314,0.135909024,TN,3,0,0,3,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2315,0.29364982,TN,3,0,0,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2316,0.15530009,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2317,0.296388992,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2318,0.665933461,TP,4,0,0,4,7,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2319,0.439774981,TN,0,3,-99,-99,-99,-99,3,4,21,-99,-99,1,1,-1,-99,-99
2320,0.782544115,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2321,0.836906977,TP,4,0,0,1,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2322,0.514173589,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2323,0.11146927,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2324,0.180274976,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2325,0.436351995,TN,3,3,14,17,19,-99,3,8,21,-99,-99,1,1,-1,-99,-99
2326,0.063691777,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2327,0.386991072,TN,4,0,0,3,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2328,0.505547308,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2329,0.553233836,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2330,0.218240295,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2331,0.177430055,TN,4,0,0,3,4,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2332,0.215126703,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2333,0.380768781,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2334,0.809754805,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2335,0.278003333,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2336,0.393248341,TN,0,4,-99,-99,-99,-99,4,8,17,21,-99,2,1,-1,-1,-99
2337,0.65088879,TP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,3,3,-99,-99,-99
2338,0.776602503,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2339,0.186464456,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2340,0.126028611,FN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2341,0.23210567,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2342,0.74465516,TP,4,0,0,4,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2343,0.741550987,TP,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2344,0.432702082,TN,0,3,-99,-99,-99,-99,3,8,21,-99,-99,1,1,-1,-99,-99
2345,0.50797843,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1,-99,-99,-99,-99
2346,0.190283217,TN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2347,0.06355863,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2348,0.392118324,FN,0,4,-99,-99,-99,-99,3,4,7,21,-99,2,1,1,-1,-99
2349,0.17612659,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2350,0.356146699,FN,3,4,14,17,21,-99,3,4,8,21,-99,3,2,1,-1,-99
2351,0.813970311,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2352,0.583495739,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2353,0.40888678,TN,0,3,-99,-99,-99,-99,3,4,21,-99,-99,2,1,-1,-99,-99
2354,0.618217404,TP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,1,3,-99,-99,-99
2355,0.174708645,TN,3,0,0,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2356,0.863380394,TP,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2357,0.878021165,TP,2,0,0,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2358,0.251208454,TN,4,0,0,8,14,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2359,0.583861165,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2360,0.861078831,TP,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2361,0.042306578,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2362,0.160734406,TN,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2363,0.101920001,TN,1,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2364,0.595599464,FP,0,3,-99,-99,-99,-99,3,17,21,-99,-99,-1,1,1,-99,-99
2365,0.124651354,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2366,0.189921779,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2367,0.554048518,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2,-99,-99,-99,-99
2368,0.068619052,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2369,0.5,FN,4,0,1,3,4,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2370,0.574855582,FP,4,2,0,5,8,17,17,21,-99,-99,-99,1,2,-99,-99,-99
2371,0.579102517,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3,-99,-99,-99,-99
2372,0.368127593,FN,2,2,17,21,-99,-99,17,21,-99,-99,-99,-1,-1,-99,-99,-99
2373,0.773210595,TP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2374,0.5,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2375,0.334522812,TN,4,0,1,14,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2376,0.158245254,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2377,0.699390339,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2378,0.432539782,TN,4,2,0,8,10,14,7,8,-99,-99,-99,1,3,-99,-99,-99
2379,0.643053601,FP,3,2,0,3,17,-99,17,21,-99,-99,-99,2,3,-99,-99,-99
2380,0.494523961,FN,0,1,-99,-99,-99,-99,3,-99,-99,-99,-99,1,-99,-99,-99,-99
2381,0.230563677,TN,3,0,0,3,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2382,0.5,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2383,0.865497956,TP,3,0,0,1,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2384,0.347008283,FN,4,4,0,3,4,14,3,4,8,17,-99,4,1,1,-1,-99
2385,0.130322422,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2386,0.665134389,FP,3,0,0,15,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2387,0.644338482,TP,0,3,-99,-99,-99,-99,3,17,21,-99,-99,-1,1,3,-99,-99
2388,0.429328773,TN,4,3,0,14,17,21,8,17,21,-99,-99,1,-1,-1,-99,-99
2389,0.701810843,TP,4,0,0,4,5,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2390,0.446393173,FN,4,2,0,14,17,21,3,21,-99,-99,-99,1,-1,-99,-99,-99
2391,0.212326958,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2392,0.533151722,TP,4,1,0,3,4,17,3,-99,-99,-99,-99,-1,-99,-99,-99,-99
2393,0.430951351,TN,0,3,-99,-99,-99,-99,8,17,21,-99,-99,1,-1,-1,-99,-99
2394,0.248812162,TN,2,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2395,0.282500596,FN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2396,0.364362174,TN,0,3,-99,-99,-99,-99,3,8,21,-99,-99,4,1,-1,-99,-99
2397,0.140128036,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2398,0.191409851,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2399,0.243274182,FN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2400,0.350379328,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2401,0.323326433,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2402,0.445808646,TN,0,3,-99,-99,-99,-99,8,17,21,-99,-99,1,-1,-1,-99,-99
2403,0.459248763,FN,3,2,0,14,17,-99,8,21,-99,-99,-99,1,-1,-99,-99,-99
2404,0.0855151,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2405,0.457083828,TN,0,2,-99,-99,-99,-99,3,8,-99,-99,-99,2,1,-99,-99,-99
2406,0.139762904,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2407,0.291321827,TN,3,0,0,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
