,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
957,72,428,18,102,26,0,0,96,14,6,6,26,0,19,17,0,0,22,53,2,3,2,33
958,83,262,3,115,19,0,0,100,-7,7,8,20,1,45,2,3,3,31,66,2,3,0,56
959,73,253,50,149,5,1,1,100,-7,6,8,6,0,33,2.8,0,0,16,35,2,1.8,0,100
960,88,450,33,169,14,0,0,100,-7,7,8,14,0,14,8.8,0,0,0,39,2,1.6,0,50
961,61,250,4,66,47,1,1,100,-7,6,8,49,2,39,0,2,2,73,61,14,4,5,90
962,90,330,29,117,20,0,0,100,-7,7,8,20,0,20,12.4,0,0,1,42.2,1,1,0,22
963,82,374,4,100,26,0,0,100,-7,7,8,27,3,22,3,2,2,28,94,3,4,2,50
964,63,163,6,68,35,1,0,86,0,3,5,37,2,27,2,1,1,18,80,6,2,1,64
965,63,240,4,64,20,1,0,86,45,6,5,21,2,10,4,1,1,67,82.4,6,1,3,70
966,64,15,3,9,7,0,0,100,-7,7,8,7,5,29,0,6,6,55,75,2,2,0,57
967,80,446,20,103,27,0,0,100,-7,7,8,28,0,46,1,2,2,0,10,1,4,1,50
968,57,360,6,124,40,3,0,93,2,3,5,44,2,25,7,0,0,60,39,9,3,1,86
969,88,363,6,106,22,0,0,100,-7,7,8,23,1,36,5,2,2,1,68,5,3,0,62
970,65,176,3,93,40,0,0,100,-7,7,8,45,9,36,2,2,2,81,71,8,6,2,88
971,63,142,10,78,16,1,0,76,5,3,5,17,2,47,15,0,0,59,51,3,2,2,83
972,55,139,0,46,23,2,1,77,2,0,2,26,4,31,7,0,0,33,65,4,3,0,67
973,84,215,8,73,25,1,0,93,38,6,5,27,1,41,20,0,0,0,74.4,0,2.8,0,17
974,68,98,5,54,14,1,1,100,-7,0,8,15,3,13,0,2,2,6,69.4,4,2.4,0,67
975,91,291,7,88,26,0,0,100,-7,7,8,26,2,35,7,0,0,0,86,3,2,0,23
976,57,134,3,66,36,0,0,97,22,6,6,36,3,25,0,2,2,64,29,11,5,9,71
977,61,127,14,53,16,0,0,94,3,4,6,16,0,69,0,1,1,98,64,1,2,1.6,75
978,75,336,9,98,22,1,0,91,13,6,5,23,1,39,0,0,0,16,91,2,3,0,83
979,72,280,22,128,17,1,1,94,29.4,6,6,18,0,56,0,0,0,24,64.6,2,2,0,57
980,68,166,3,37,16,0,0,100,-7,7,8,16,5,25,0,5,5,66,87,6,2,2,67
981,63,102,4,56,5,4,3,38,11,4,3,13,1,38,0,0,0,16,81,1,4,0,83
982,70,151,2,79,38,0,0,95,24,6,6,39,1,21,0,1,1,29,84,14,3,2,81
983,76,314,3,170,7,2,1,67,31,6,3,9,1,11,0,2,2,2,73,2,1,0,43
984,71,65,3,31,20,0,0,100,-7,7,8,20,5,20,0,1,1,41,75,4,2,1,50
985,70,118,7,45,17,0,0,88,11,4,6,17,4,35,0,0,0,15,70.8,1,1,0,29
986,79,104,52,71,2,0,0,100,-7,7,8,3,0,0,0,0,0,21,31.2,1,2,0.6,100
987,79,130,15,63,12,0,0,92,33,6,6,12,0,42,0,0,0,12,64.4,2,1,2,60
988,65,399,15,147,11,2,2,80,5,0,2,15,0,7,0,1,1,30,58.8,6,2.4,0,60
989,73,126,2,80,23,1,1,88,12,6,2,25,1,24,0,1,1,25,69.8,2,1,0,43
990,68,217,11,109,24,0,0,88,18,6,6,24,1,17,0,5,4,61,80.6,5,1,3,50
991,86,101,14,56,12,0,0,100,-7,7,8,12,0,42,0,0,0,0,71,3,1,0,83
992,73,161,4,73,43,1,1,84,31,6,4,44,1,20,0,8,8,30,91,5,3,1,35
993,50,54,4,19,16,0,0,94,4,4,6,17,7,29,0,0,0,89,42,4,2,3,75
994,89,181,33,75,8,0,0,100,-7,7,8,8,0,25,0,0,0,0,54,1,1,0,40
995,77,296,6,98,45,0,0,100,-7,7,8,45,1,16,-7,2,2,12,67.4,7,1,2,36
996,73,69,24,42,7,0,0,100,-7,7,8,7,0,14,-7,1,0,54,37,5,1,1,86
997,66,216,4,89,27,0,0,100,-7,7,8,27,1,41,-7,5,5,78,69,5,2,3,70
998,78,199,7,73,39,0,0,95,22,6,6,40,1,21,-7,1,0,15,19,2,5,1,50
999,61,181,20,65,21,0,0,95,16,6,6,21,0,29,-7,2,2,86,85,4,2,3,54
1000,61,174,1,61,25,0,0,88,10,4,6,26,3,12,-7,0,0,41,21,6,2,1,57
1001,73,176,15,47,14,0,0,100,-7,7,8,14,0,7,-7,0,0,62,45.6,7,2.6,4,100
1002,65,205,17,92,6,2,0,50,4,3,5,10,0,20,-7,0,0,14,60.4,3,1,1,57
1003,58,14,1,6,3,0,0,100,-7,7,8,5,4,40,-7,15,15,98,81.4,2,2,1,80
1004,83,196,17,84,6,0,0,100,-7,7,8,7,0,0,-7,0,0,14,73.6,4,2.4,1,100
1005,88,156,17,140,5,0,0,100,-7,7,8,5,0,20,-7,0,0,20,68.2,2,1,0,75
1006,61,117,1,59,19,4,1,83,38,6,5,25,3,46,-7,1,1,76,61,7,2,5,90
1007,71,235,9,142,19,0,0,100,-7,7,8,19,1,0,8,0,0,77,60,7,2.2,6,64
1008,75,159,7,74,46,0,0,98,-7,5,7,51,6,59,9,0,0,20,88,5,5,0,79
1009,71,227,12,116,15,2,1,78,48,6,4,18,0,28,0,2,2,83,63,2,1,2,60
1010,55,234,13,83,20,1,0,70,1,3,5,24,0,22,4,3,3,46,24,8,3,2,72
1011,81,108,2,35,7,1,0,90,37,6,5,10,6,30,2,2,2,0,88,0,2,0,14
1012,55,162,19,73,26,2,2,91,3,4,2,33,0,55,16,0,0,79,87,1,9,1,91
1013,57,188,16,83,13,1,0,79,3,3,5,14,0,29,16,0,0,98,95,3,3,3,86
1014,59,249,27,119,4,5,4,30,15,5,2,10,0,40,4,0,0,58,47.6,1,1,0,100
1015,73,266,9,132,21,0,0,96,27,6,6,25,4,26,0,3,3,20,68,2,2,0,45
1016,88,302,9,105,22,0,0,100,-7,7,8,22,2,23,9.4,0,0,2,15,5,2,0,64
1017,64,180,10,62,21,0,0,95,25,6,6,21,2,29,0,7,6,107,66.4,2,1,2,75
1018,66,128,2,45,7,3,2,89,55,0,3,9,1,33,0,4,4,13,88,4,2,0,100
1019,81,246,12,86,21,0,0,100,-7,7,8,22,0,55,3.8,0,0,0,89,0,6,0,43
1020,70,83,7,48,7,1,0,88,40,6,5,8,1,13,2,1,1,38,68.8,3,1,0,67
1021,63,134,14,58,6,1,1,100,-7,6,8,6,0,33,6,0,0,94,100,3,1,1,80
1022,83,165,7,92,33,0,0,100,-7,7,8,50,1,68,0,1,1,16,85,3,6,0,69
1023,58,20,4,11,4,2,2,88,23,6,4,8,4,88,2,1,1,63.6,103,2.8,4,0.8,100
1024,76,292,1,110,38,0,0,98,67,6,6,44,3,18,6,0,0,21,96,7,2,2,59
1025,58,254,9,142,31,2,2,82,25,6,6,33,1,67,0,5,5,61,33,2,4,1,88
1026,77,158,6,67,16,0,0,94,3,4,6,17,2,12,0,2,2,10,91,1,2,0,50
1027,75,367,1,118,57,0,0,95,28,6,6,58,3,24,3,0,0,5,44,4,4,0,41
1028,69,220,7,93,30,0,0,97,2,4,6,30,1,30,1,1,1,14,73,6,2,1,69
1029,70,308,4,77,41,1,1,95,2,0,2,42,3,29,0,2,2,6,78,4,7,1,48
1030,67,106,7,63,24,0,0,100,-7,7,8,24,1,63,7,0,0,51,22,6,7,0,87
1031,84,285,20,84,14,0,0,100,-7,7,8,14,0,14,20,0,0,32,46.4,1,1,0,25
1032,62,220,3,79,12,0,0,93,10,4,6,15,1,21,3,1,1,93,60.4,4,1,3,83
1033,84,128,7,81,13,0,0,100,-7,7,8,14,1,7,0,3,3,0,93,1,1,0,33
1034,77,145,2,36,7,0,0,100,-7,7,8,8,4,25,3,3,3,42,70,1,2,0,60
1035,85,182,17,96,19,0,0,96,48,6,6,24,0,42,9,0,0,5,49.6,2,1,0,75
1036,88,192,2,90,17,0,0,100,-7,7,8,18,1,33,1,2,2,9,66,2,2,0,44
1037,78,310,3,72,40,0,0,100,-7,7,8,41,5,27,10,0,0,46,68,4,4,2,67
1038,71,225,8,131,16,0,0,75,22,6,6,16,1,19,1,1,1,24,45,8,1,0,90
1039,67,284,5,84,44,0,0,100,-7,7,8,45,1,27,2,1,1,48,50,11,3,4,70
1040,69,198,3,88,29,0,0,97,43,6,6,32,2,37,1,4,4,61,93,5,3,2,62
1041,70,182,8,103,24,0,0,92,27,6,6,48,1,79,0,2,2,68,72.8,3,2,2,83
1042,80,222,3,96,28,0,0,93,21,6,6,29,2,41,0,0,0,14,45,2,4,0,46
1043,70,240,19,93,20,0,0,100,-7,7,8,20,0,15,0,1,1,67,49,7,1,5,69
1044,87,178,26,96,33,0,0,100,-7,7,8,33,0,24,0,4,4,9,39.2,4,2.2,0,21
1045,86,238,5,82,13,0,0,93,26,6,6,14,1,21,0,0,0,9,82.2,3,1,0,44
1046,67,132,7,38,11,1,1,100,-7,0,8,12,4,36,0,3,3,35,97,3,3,0,75
1047,79,196,3,50,13,0,0,100,-7,7,8,13,3,46,0,0,0,48,83.8,2,1,2,60
1048,69,323,6,107,44,1,1,96,77,6,6,46,1,22,0,0,0,46,94,18,3,3,60
1049,61,49,19,29,4,1,1,75,7,4,6,4,0,75,0,1,0,56,64,1,2,0,100
1050,66,147,8,79,19,1,1,84,23,6,6,20,1,63,0,2,2,35,17,1,3,1,57
1051,71,404,4,130,26,1,0,81,3,4,5,27,1,15,0,0,0,19,49,5,2,1,44
1052,82,336,4,106,23,0,0,100,-7,7,8,23,1,22,0,2,2,2,56,2,2,0,31
1053,91,387,68,143,8,0,0,100,-7,7,8,8,0,0,0,0,0,20,27.4,4,1.6,1,80
1054,80,208,2,94,17,0,0,100,-7,7,8,19,2,37,0,1,1,49,32,4,2,1,100
1055,66,233,7,82,8,1,1,78,4,2,4,9,2,22,0,0,0,0,52.4,0,2,0,60
1056,76,98,11,50,15,0,0,100,-7,7,8,15,2,27,0,0,0,42,60,2,2,1,63
1057,64,11,1,5,2,0,0,100,-7,7,8,3,3,67,0,0,0,60,67.4,1,1,1.2,100
1058,64,220,4,86,42,1,1,98,19,0,6,45,2,9,0,2,2,51,72.4,8,1,5,39
1059,56,82,8,39,6,1,1,86,47,0,6,8,2,71,0,1,1,118,72,1,2,1,100
1060,85,245,4,120,20,0,0,100,-7,7,8,21,1,24,0,1,1,14,69,2,1,1,30
1061,84,162,11,75,16,0,0,100,-7,7,8,16,1,31,0,0,0,8,87,3,2,0,75
1062,76,194,19,132,15,1,1,94,30,6,2,16,0,31,0,4,4,0,47,1,2,0,45
1063,57,41,12,29,7,0,0,57,12,6,6,7,0,43,0,0,0,93,62,3,2,1,83
1064,63,363,8,85,15,0,0,93,25,6,6,15,1,67,0,0,0,91,74,1,4,1,83
1065,64,98,4,49,10,0,0,90,45,6,6,10,4,30,0,1,1,83,84.2,4,1,3,63
1066,75,162,8,93,18,1,1,95,25,6,2,19,1,26,0,0,0,19,82,4,3,0,78
1067,64,244,8,78,43,0,0,100,-7,7,8,44,4,25,0,6,6,88,64.4,13,4,6,86
1068,75,85,2,60,7,1,1,78,27,6,4,9,2,44,0,0,0,5,84.6,3,1,0.4,80
1069,65,102,10,40,20,0,0,100,-7,7,8,20,1,20,0,1,1,46,65,6,3,2,82
1070,78,199,7,70,29,1,1,97,40,6,3,34,2,24,0,0,0,8,61.2,2,2,0,25
1071,80,156,13,78,19,0,0,95,46,6,6,19,0,11,0,1,1,9,58.4,3,1,1,29
1072,79,457,7,106,14,0,0,100,-7,7,8,14,1,7,0,0,0,30,86,12,1,1,100
1073,63,140,13,76,22,0,0,95,22,6,6,22,0,23,0,3,3,91,65.4,2,1,2,60
1074,66,223,43,117,9,3,2,62,3,3,4,13,0,23,0,2,2,15,55.4,1,1,0,22
1075,84,233,4,72,23,0,0,100,-7,7,8,23,1,35,0,0,0,16,40,3,3,0,67
1076,61,198,6,56,20,0,0,100,-7,7,8,21,2,5,0,1,1,88,57.2,12,1,8,87
1077,81,198,3,92,20,0,0,100,-7,7,8,20,1,30,0,2,2,34,76,2,4,0,60
1078,72,132,8,66,21,0,0,95,17,6,6,22,1,27,0,0,0,39,83,7,3,0,83
1079,76,279,7,119,43,0,0,100,-7,7,8,50,5,18,0,0,0,38,97,8,3,4,55
1080,64,165,15,83,9,1,1,100,-7,5,8,10,0,44,0,0,0,92,73.8,3,1,1,100
1081,86,296,7,112,20,0,0,100,-7,7,8,22,1,41,0,0,0,17,96,2,1,0,33
1082,65,141,3,59,44,0,0,95,54,5,6,44,5,50,0,4,4,51,67,5,2,3,64
1083,72,400,3,104,38,0,0,100,-7,7,8,39,5,18,0,0,0,37,3,9,2,3,63
1084,68,348,12,91,34,0,0,100,-7,7,8,34,0,32,0,0,0,78,68,11,4,7,76
1085,80,192,7,72,22,0,0,100,-7,6,8,23,2,39,0,1,1,13,96,2,3,1,63
1086,72,177,0,48,31,0,0,100,-7,7,8,34,7,47,0,12,12,45,93,6,6,2,60
1087,60,34,6,19,11,0,0,100,-7,7,8,11,2,45,0,4,2,49,95,4,2,1,75
1088,84,268,10,93,15,0,0,100,-7,7,8,15,1,33,0,1,1,1,50,2,2,0,71
1089,72,160,69,106,9,2,2,100,-7,0,8,11,0,0,0,0,0,3,24.6,1,1.8,0,11
1090,73,139,16,61,14,0,0,100,-7,7,8,14,0,14,0,3,3,59,66,6,1,2,78
1091,80,201,5,94,17,0,0,100,-7,7,8,17,1,24,0,0,0,36,9,4,2,1,43
1092,65,305,4,74,18,6,6,60,12,6,2,25,2,48,0,1,1,8,98,1,2,0,60
1093,66,150,2,52,22,0,0,92,4,4,6,26,3,15,0,2,2,7,37,4,2,0,40
1094,76,241,9,80,48,0,0,100,-7,5,8,49,2,20,0,2,2,22,56,9,2,1,37
1095,70,284,2,71,18,0,0,100,-7,7,8,19,4,32,0,10,10,31,100,9,6,0,94
1096,69,114,13,57,28,0,0,90,6,4,6,29,0,55,0,0,0,85,58,2,4,1,100
1097,78,143,5,71,60,0,0,100,-7,7,8,61,4,16,0,1,0,12,73,4,2,1,23
1098,57,89,2,48,25,1,1,89,2,4,2,28,3,32,0,1,1,36,55,9,2,1,73
1099,64,228,5,84,60,0,0,95,23,6,6,60,4,38,0,0,0,35,81,10,2,3,68
1100,72,21,8,16,3,0,0,100,-7,7,8,3,1,67,0,1,1,4,87,1,2,0.6,100
1101,67,279,3,80,51,0,0,94,13,5,6,52,2,37,0,1,1,45,86,15,4,3,70
1102,60,28,6,19,9,0,0,100,-7,7,8,10,3,20,0,2,2,58,69.8,3,1,1,100
1103,64,58,4,24,2,1,1,67,75,6,4,3,2,67,0,1,1,62,81,2.6,2,1.2,100
1104,89,218,16,95,25,0,0,100,-7,5,8,26,0,38,0,0,0,3,63.4,3,1,0,57
1105,83,154,4,57,13,0,0,93,30.8,6,6,14,1,43,0,0,0,4,80,1,4,1,45
1106,81,126,2,31,25,0,0,100,-7,7,8,28,9,4,0,5,5,12,63.6,6,2.4,0,30
1107,88,286,76,133,4,0,0,100,-7,7,8,5,0,60,0,0,0,9,32.4,1,2,0,100
1108,82,103,67,85,1,0,0,50,62,6,6,3,0,0,0,0,0,0,16,0,1.8,0.6,0
1109,77,141,3,77,29,0,0,100,-7,7,8,31,3,42,0,0,0,33,85,4,2,2,55
1110,72,195,9,128,16,0,0,78,66,4,6,18,2,50,0,1,1,11,78,4,1,0,83
1111,54,298,5,107,5,7,6,38,2,2,2,13,3,15,0,0,0,44,29,3,2,0,83
1112,66,122,5,72,17,0,0,94,4,4,6,17,2,24,0,1,1,48,89,3,3,1,50
1113,84,273,6,119,19,0,0,95,25,6,6,19,1,16,0,2,2,3,61,2,1,0,30
1114,55,189,19,81,35,2,1,78,1,0,2,42,0,44,0,3,3,67,36,5,2,1,64
1115,66,259,4,108,10,7,7,100,-7,6,8,14,4,10,0,2,2,18,81,3,1,1,67
1116,67,62,8,32,10,0,0,100,-7,7,8,10,2,40,0,2,2,89,49,5,3,2,100
1117,88,371,9,133,10,0,0,100,-7,7,8,10,1,10,0,1,1,2,71.8,2,1.8,0,25
1118,68,17,17,17,1,0,0,100,-7,7,8,1,0,100,0,1,1,59.2,78,1.8,1,0.6,100
1119,82,160,2,67,26,0,0,97,70,6,6,30,3,27,0,0,0,8,89,3,3,0,50
1120,85,152,15,84,17,0,0,88,42,6,6,17,0,12,0,1,1,4,68.6,1,1,0,15
1121,61,79,2,39,29,0,0,84,10,4,6,32,4,47,0,4,4,24,102,7,4,1,85
1122,82,193,1,75,36,0,0,100,-7,7,8,37,3,38,0,5,5,7,71.4,2,2,0,33
1123,84,247,3,91,26,0,0,100,-7,7,8,26,2,27,0,2,2,44,63.8,5,1,2,33
1124,86,332,15,95,19,0,0,100,-7,7,8,19,0,21,0,1,1,9,69.8,2,2,0,33
1125,57,264,6,155,3,2,2,40,4,4,2,5,2,40,0,4,4,0,62.2,0,1,0,50
1126,74,217,5,94,28,0,0,100,-7,6,8,30,1,57,0,2,2,72,83.6,4,2,3,75
1127,67,163,7,71,14,1,1,100,-7,6,8,14,1,36,0,1,1,67,76,2,3,1,67
1128,64,185,2,109,15,2,1,78,55,6,2,18,3,33,0,4,4,24,80,3,1,0,57
1129,75,264,7,89,54,0,0,98,24,6,6,55,1,36,0,1,1,33,55,5,4,1,67
1130,56,113,26,70,7,6,4,50,4,0,2,13,0,58,0,1,1,0,57.6,0,1,0.2,50
1131,57,68,4,37,15,0,0,81,31,6,6,16,3,50,0,1,1,98,85,4,4,1,80
1132,70,211,4,80,10,0,0,90,9,4,6,10,4,10,0,3,3,51,91.4,5,2.8,1,63
1133,65,377,3,113,34,0,0,97,18,6,6,34,2,44,0,1,1,45,68,8,4,2,71
1134,56,30,20,26,3,0,0,75,10,4,6,4,0,50,0,0,0,97,77,2,1,1,100
1135,75,207,4,46,17,0,0,100,-7,7,8,17,4,24,0,4,3,62,66,6,2,0,67
1136,81,232,9,81,20,0,0,100,-7,7,8,21,1,10,0,0,0,13,57.8,6,1,1,50
1137,72,354,4,105,22,0,0,100,-7,7,8,24,5,29,0,0,0,89,77,7,3,5,92
1138,73,361,48,144,18,0,0,89,25,6,6,18,0,39,0,1,1,51,9,2,2,1,56
1139,66,245,44,131,12,1,0,79,1,4,5,14,0,36,0,1,1,46,51.6,3,1,0,100
1140,70,112,1,45,15,0,0,94,21,6,6,16,2,38,0,1,1,39,82,5,3,1,73
1141,70,217,1,66,31,0,0,97,49,6,6,33,6,52,0,2,2,71,94,3,9,1,82
1142,67,434,7,99,20,0,0,100,-7,7,8,20,3,5,0,4,4,83,76.4,8,2.6,6,57
1143,56,137,4,65,38,1,0,80,2,4,5,41,2,27,0,1,1,64,48,7,2,2,69
1144,68,329,2,80,32,1,1,91,26,6,6,34,3,33,0,8,8,31,72.2,7,1,2,57
1145,66,169,19,102,16,0,0,76,17,6,6,17,0,24,0,0,0,71,46,5,2.6,2,71
1146,66,152,5,78,11,2,2,100,-7,6,8,12,1,36,0,1,1,86,64,4,2,1,86
1147,72,298,5,96,28,0,0,93,22,6,6,28,4,25,0,0,0,16,36,5,4,0,50
1148,77,242,15,97,23,0,0,100,-7,7,8,23,0,4,0,0,0,44,50.2,5,1,2,50
1149,72,110,1,52,33,1,1,97,28,6,2,37,4,22,0,6,6,12,99,6,2,0,42
1150,71,188,2,63,46,0,0,98,62,6,6,47,7,23,0,1,1,44,39,8,4,5,50
1151,66,322,17,102,28,0,0,100,-7,7,8,28,0,43,0,1,1,67,72,6,6,3,71
1152,69,146,5,73,31,0,0,100,-7,7,8,31,4,29,0,2,2,63,52,6,4,3,83
1153,63,119,6,46,24,1,0,93,16,6,5,28,4,39,0,1,1,87,74,9,2,7,92
1154,77,152,2,67,12,3,3,92,73,6,6,15,3,23,0,1,1,7,67,4,1,0,71
1155,69,55,14,33,11,0,0,91,14,6,6,11,0,55,0,0,0,18,68.2,4,1,0.2,83
1156,72,256,4,48,21,0,0,95,31,6,6,22,2,32,0,1,1,34,89,3,2,1,50
1157,57,59,59,59,0,1,0,0,15,6,5,1,0,100,0,3,2,61.4,34.2,1.4,1,0.6,100
1158,57,154,6,68,24,2,1,71,8,4,4,28,3,14,0,1,1,38,30,6,1,0,42
1159,73,29,16,23,2,0,0,100,-7,7,8,2,0,50,0,2,2,38.2,71.6,2.2,2.2,0.4,81.6
1160,78,263,1,116,14,0,0,100,-7,7,8,16,3,19,0,14,14,45,64.6,4,3.2,2,40
1161,56,302,5,69,62,1,1,97,1,1,3,63,9,24,0,1,1,12,60,24,5,1,71
1162,67,188,7,123,21,0,0,77,36,6,6,22,3,9,0,1,1,68,86.8,5,2.2,2,83
1163,72,56,4,25,14,0,0,100,-7,7,8,14,4,14,0,1,0,20,90.6,6,1,1,64
1164,76,172,5,91,21,0,0,91,34,6,6,22,1,23,0,2,2,12,57,2,1,1,25
1165,78,128,3,54,7,0,0,100,-7,7,8,8,3,63,0,2,2,41,2,1,2,1,100
1166,68,105,11,58,13,0,0,57,5,4,6,14,1,86,0,0,0,60,58,2,2,0,100
1167,91,446,18,153,12,0,0,100,-7,7,8,12,0,33,0,0,0,4,59.2,1,1.4,0,20
1168,79,350,4,97,28,0,0,100,-7,7,8,28,1,39,0,0,0,29,90,1,3,1,27
1169,75,303,4,97,35,1,1,97,29,6,2,37,1,49,0,0,0,6,49,2,2,1,57
1170,66,46,6,26,10,0,0,100,-7,7,8,10,1,70,0,3,3,94,59,2,3,1,83
1171,63,110,4,38,4,0,0,80,15,6,6,5,2,60,0,3,3,63,87,1,2,0,100
1172,68,39,7,24,7,0,0,100,-7,7,8,7,2,29,0,1,0,85,59.8,2,1,2,75
1173,75,187,6,70,32,0,0,100,-7,7,8,32,5,28,0,0,0,20,81,6,3,1,47
1174,82,306,5,67,18,0,0,100,-7,7,8,19,2,32,0,1,1,0,58,2,4,0,46
1175,73,179,5,102,34,0,0,100,-7,7,8,34,1,15,0,0,0,65,64.8,6,2.6,2,40
1176,59,172,5,54,16,0,0,82,0,4,6,17,3,47,0,0,0,64,13,3,3,2,55
1177,60,423,9,109,32,0,0,94,2,4,6,34,1,38,0,0,0,72,5,8,3,6,79
1178,82,193,14,74,13,0,0,100,-7,7,8,13,0,38,0,0,0,21,60,3,2,2,63
1179,59,183,2,73,28,1,1,90,2,0,2,31,2,32,0,10,10,66,62,5,3,1,57
1180,83,227,13,95,18,0,0,100,-7,7,8,19,0,37,0,0,0,26,33,2,2,0,50
1181,64,204,14,118,17,0,0,78,1,4,6,18,0,56,0,0,0,48,51,6,1,0,88
1182,66,228,5,91,18,1,0,80,24,6,5,20,2,30,0,0,0,66,97,6,2,4,67
1183,81,370,6,78,25,0,0,96,24,6,6,26,1,42,0,1,1,0,67,1,3,0,40
1184,65,60,3,30,14,0,0,93,9,4,6,14,5,71,0,0,0,65,85,2,3,0,71
1185,58,162,11,103,35,1,1,66,25,5,2,41,1,49,0,1,1,69,92,8,5,2,88
1186,54,184,3,101,42,0,0,88,4,4,6,43,4,51,0,1,1,64,83,8,3,3,93
1187,66,173,15,87,21,0,0,95,16,6,6,22,0,14,0,5,5,66,63.4,2,1,2,33
1188,78,193,23,100,24,1,0,81,13,6,5,26,0,19,0,2,1,0,54.6,3,1,0,42
1189,87,270,26,83,28,0,0,100,-7,7,8,28,0,25,0,0,0,0,57.6,1,2,0,10
1190,89,243,17,94,15,0,0,100,-7,7,8,15,0,27,0,1,1,8,94,1,1,0,25
1191,81,297,7,84,23,0,0,100,-7,7,8,23,2,9,0,1,1,23,8,4,1,0,28
1192,74,235,12,120,34,0,0,100,-7,7,8,34,0,32,0,0,0,52,58,13,3,4,74
1193,66,105,8,46,20,0,0,100,-7,7,8,20,1,20,0,1,1,78,67,5,2,4,73
1194,66,340,11,117,36,0,0,100,-7,7,8,36,1,11,0,0,0,81,65.8,20,1,11,75
1195,85,358,36,157,4,1,0,80,55,6,5,5,0,0,0,0,0,0,50.4,0,1.8,0,0
1196,70,117,12,56,11,0,0,100,-7,7,8,11,0,27,0,1,1,99,6,4,1,2,100
1197,81,253,2,80,28,0,0,100,-7,7,8,29,4,34,0,4,4,4,72.4,3,5,0,50
1198,73,60,6,40,18,0,0,100,-7,7,8,20,1,10,0,2,0,17,54.2,3,1,1,33
1199,85,231,4,77,14,1,0,93,67,6,5,15,1,20,0,0,0,0,59,1,1,0,38
1200,58,223,3,106,24,2,2,89,0,4,3,27,5,37,0,1,1,31,93,4,4,0,67
1201,82,86,3,40,9,0,0,100,-7,7,8,10,2,30,0,1,1,16,82,2,2,0,50
1202,76,109,3,58,45,0,0,96,30,6,6,46,3,15,0,1,1,6,56.6,8,1,1,33
1203,63,105,10,67,22,3,2,76,6,4,2,25,1,48,0,2,2,11,75,3,3,0,86
1204,70,312,8,90,31,0,0,100,-7,7,8,31,1,13,0,0,0,49,72,8,1,3,43
1205,82,144,9,61,24,1,0,96,49,6,5,25,1,24,0,1,1,5,47,4,2,0,46
1206,72,113,18,55,25,0,0,96,-7,5,7,25,0,48,0,2,2,52,27,4,4,1,73
1207,73,112,8,50,22,0,0,100,-7,7,8,25,1,29,0,0,0,39,79.4,7,2,1,64
1208,79,281,22,150,6,0,0,100,-7,7,8,6,0,33,0,0,0,81,46.2,1,1,1,50
1209,91,277,17,163,12,0,0,100,-7,7,8,12,0,25,0,0,0,1,54.8,3,1,0,50
1210,75,199,5,73,37,0,0,97,77,6,6,39,4,16,0,2,2,25,53,6,2,2,50
1211,81,101,20,41,12,0,0,100,-7,7,8,12,0,42,0,2,2,6,63,1,4,0,83
1212,66,141,6,73,25,0,0,92,52,6,6,26,2,54,0,0,0,81,96,6,3,5,90
1213,59,49,1,20,16,0,0,100,-7,7,8,17,8,24,0,1,1,52,100,7,4,1,79
1214,60,137,4,76,28,2,1,90,1,0,2,30,1,20,0,4,3,54,100,4,2,1,55
1215,89,243,7,116,6,0,0,100,-7,7,8,6,2,17,0,0,0,17,82.6,3,1,0,100
1216,73,385,11,87,20,0,0,95,4,4,6,20,1,15,0,0,0,28,66.2,4,1,0,36
1217,81,203,2,87,18,0,0,100,-7,7,8,19,2,5,0,2,2,16,76.8,2,1,0,33
1218,65,100,9,40,15,0,0,93,9,4,6,15,3,47,0,0,0,50,65,3,2,0,71
1219,84,150,11,68,23,0,0,100,-7,7,8,25,1,24,0,0,0,1,67.6,1,1,1,17
1220,79,131,25,70,17,0,0,94,32,6,6,17,0,29,0,0,0,0,52,1,2,0,38
1221,72,410,2,147,7,1,1,100,-7,6,8,10,2,38,0,6,6,6,98,1,1,0,50
1222,64,258,4,123,10,1,0,64,5,4,5,11,2,9,0,2,2,36,73,4,2,1,50
1223,58,211,5,54,39,0,0,95,2,4,6,39,4,23,0,1,1,25,43,5,3,3,47
1224,68,377,9,96,35,0,0,97,40.6,6,6,37,2,22,0,0,0,53,97,16,2,5,79
1225,65,99,5,46,24,0,0,100,-7,7,8,24,2,33,0,2,1,51,67,7,2,2,64
1226,61,73,17,46,8,2,2,100,-7,7,8,10,0,75,0,0,0,60.2,74.4,3,3.2,1.2,85
1227,85,176,3,95,12,0,0,100,-7,7,8,14,1,21,0,0,0,26,74.6,3,2.8,0,100
1228,78,179,1,81,24,0,0,100,-7,7,8,26,5,15,0,3,3,12,94,5,2,0,44
1229,93,310,3,138,10,0,0,100,-7,7,8,10,1,20,0,0,0,1,76.8,1,1.8,0,13
1230,69,172,1,63,13,1,0,87,41,6,5,15,3,40,0,0,0,80,81,3,1,2,50
1231,74,132,2,72,15,0,0,100,-7,7,8,16,1,19,0,2,2,58,62,5,2,1,80
1232,91,286,15,133,10,0,0,100,-7,7,8,10,0,20,0,0,0,10,76,2,1.8,0,40
